,Date,Close,High,Low,Open,Volume
554,2024-03-19,175.25247192382812,175.77997984762692,172.21680308785983,173.52064400091257,55215200
555,2024-03-20,177.83030700683594,177.83030700683594,174.2671300256647,174.89417408943874,53423100
556,2024-03-21,170.5646209716797,176.65586961417029,170.03711298613993,176.2179350177799,106181300
557,2024-03-22,171.47035217285156,172.23673773536032,169.26078406375387,170.95279171103329,71106600
558,2024-03-25,170.0470733642578,171.13194711675715,168.65364374159117,169.76839047714014,54288300
559,2024-03-26,168.9124298095703,170.61438491064948,168.78303590364706,169.20106023000122,57388400
560,2024-03-27,172.49551391601562,172.78415954350993,169.31055559917013,169.60914876354798,60273300
561,2024-03-28,170.67410278320312,171.4205780589011,169.70866021166748,170.94283813483634,65672700
562,2024-04-01,169.2309112548828,170.4451788535061,168.68349304450714,170.38546326457012,46240500
563,2024-04-02,168.04649353027344,168.54414366405445,167.43935975957754,168.28537106183597,49329500
564,2024-04-03,168.85269165039062,169.8778497555363,167.78772821512752,167.99673277562965,47691700
565,2024-04-04,168.026611328125,171.11203328162168,168.026611328125,169.48968886138192,53704400
566,2024-04-05,168.7830352783203,169.5892261323792,168.15599119757314,168.79298281447828,42055200
567,2024-04-08,167.65834045410156,168.40481571452685,167.4493358859462,168.23561647794648,37425500
568,2024-04-09,168.8726043701172,169.2806811483862,167.55881583801002,167.90716183961618,42451200
569,2024-04-10,166.99148559570312,168.29532657810816,166.3246362072623,168.0066961691415,49709300
570,2024-04-11,174.21737670898438,174.63541624491384,167.36972023014152,167.5488670137579,91070300
571,2024-04-12,175.72027587890625,177.52176704196785,173.39127675717174,173.4410296238906,101593300
572,2024-04-15,171.87840270996094,175.7998881273465,171.68929323241036,174.53585255667426,73531800
573,2024-04-16,168.583984375,172.94338974194338,167.47920033817573,170.94284143183614,73711200
574,2024-04-17,167.21046447753906,169.84800441976404,167.21046447753906,168.81289870293196,50901200
575,2024-04-18,166.2549591064453,167.8474456964944,165.7672716683895,167.24031189258443,43122900
576,2024-04-19,164.2245635986328,165.6179780634261,163.3088890664717,165.42888374733738,67772100
577,2024-04-22,165.0605926513672,166.4739172082034,163.99562926284756,164.74210446317437,48116400
578,2024-04-23,166.11561584472656,166.26492000363532,164.14492548116624,164.57291251221173,49537800
579,2024-04-24,168.2256622314453,168.50434510258808,165.42887079721268,165.75730653407012,48251800
580,2024-04-25,169.09158325195312,169.80820075027214,167.3597550998357,168.73327450279362,50558300
581,2024-04-26,168.5043487548828,170.53475474394267,168.38490238817732,169.081624768213,44838400
582,2024-04-29,172.68460083007812,175.20270935632288,172.28648678772151,172.55520693212748,68169400
583,2024-04-30,169.52951049804688,174.1676137755898,169.20105955998108,172.51541154910535,65934800
584,2024-05-01,168.5043487548828,171.89832652202932,168.31523926242042,168.78303163206596,50383100
585,2024-05-02,172.21682739257812,172.6049939419865,170.08688513916923,171.69926693100732,94214900
586,2024-05-03,182.51817321777344,186.1211554309572,181.8015557893833,185.7727942523785,163224100
587,2024-05-06,180.8560333251953,183.3343214775735,179.5720873686165,181.4930249418685,78569700
588,2024-05-07,181.54278564453125,184.0310366275269,180.46787458450643,182.5878540948052,77305800
589,2024-05-08,181.8811798095703,182.20963072654143,180.5972339353124,181.9906634485607,45057100
590,2024-05-09,183.70260620117188,183.792179594264,181.2541604804327,181.7020426329725,48983000
591,2024-05-10,182.4368438720703,184.47000383075684,181.51992740382525,184.2806378369833,50759500
592,2024-05-13,185.656005859375,186.4732663574828,184.0015628078464,184.8188233059542,72044800
593,2024-05-14,186.8021697998047,187.66926595480425,185.6659889969534,186.8819036535792,52393600
594,2024-05-15,189.08450317382807,190.0113806876588,186.74236879854,187.28056849688068,70400000
595,2024-05-16,189.2041015625,190.4598907547877,189.02471179656044,189.83199615864385,52845200
596,2024-05-17,189.23399353027344,190.17084727488813,188.54630236847427,188.875198802712,41282900
597,2024-05-20,190.40008544921875,191.2771426664072,188.37688635675943,188.6958217839837,44361300
598,2024-05-21,191.7057037353516,192.08442053272117,190.28048580582157,190.4499145429012,42309400
599,2024-05-22,190.2605438232422,192.17412585880135,189.63266445026173,191.625965130265,34648500
600,2024-05-23,186.25401306152344,190.3602074339564,186.0048504863481,190.3402701697929,51005900
601,2024-05-24,189.3436279296875,189.9416242186365,187.41012383078692,188.1875250894915,36294600
602,2024-05-28,189.3535919189453,192.3535037829733,188.4665737792376,190.8684893929941,52280100
603,2024-05-29,189.652587890625,191.6060292626522,188.8752018363686,188.97487295416656,53068000
604,2024-05-30,190.6492462158203,191.53626445370173,189.99146851693155,190.1210227262773,49947900
605,2024-05-31,191.60601806640625,191.92495345858123,189.2738600399137,190.79873376551856,75158300
606,2024-06-03,193.38006591796875,194.33685694398167,191.8751293663799,192.25384615761888,50080500
607,2024-06-04,193.6989898681641,194.66574186569684,192.38340418619828,193.9880117607724,47471400
608,2024-06-05,195.21389770507807,196.24044634116564,194.2172473626493,194.7454708275224,54156800
609,2024-06-06,193.8285675048828,195.8418055915052,193.51960831096957,195.0345211925245,41181800
610,2024-06-07,196.23046875,196.28030430445065,193.4896805396524,193.99796669662615,53103900
611,2024-06-10,192.4730987548828,196.6391048667748,191.50634675889475,196.2404356269631,97262100
612,2024-06-11,206.45611572265625,206.46609195915696,192.9814138224934,193.00133588013964,172373300
613,2024-06-12,212.35630798339844,219.46241499269527,206.20696163392407,206.6753885384406,198134300
614,2024-06-13,213.5223693847656,216.02395620562416,210.89121315624297,214.02069454325613,97862700
615,2024-06-14,211.7782287597656,214.44924427717245,210.59221246372425,213.13367378271624,70122700
616,2024-06-17,215.94422912597656,218.21659070332572,212.0074632920053,212.65527993528357,93728300
617,2024-06-18,213.5721893310547,217.8976632564161,212.28651711595563,216.86113841241476,79943300
618,2024-06-20,208.9776306152344,213.5223688231627,208.1504242370716,213.21339445126264,86172500
619,2024-06-21,206.79498291015625,211.1802382889184,206.41625091745036,209.6852627905662,246421400
620,2024-06-24,207.44281005859372,211.9875333707341,205.89799892378585,207.02421872275744,80727000
621,2024-06-25,208.36968994140625,210.67194975002215,207.91122410230184,208.44940858434205,56713900
622,2024-06-26,212.5356903076172,214.1402980033581,209.9344322470105,210.79155216910212,66213200
623,2024-06-27,213.3828582763672,215.01736433595823,211.63872006367092,213.97087836680484,49772700
624,2024-06-28,209.9144744873047,215.34623061165476,209.5955543096767,215.0472324898511,82542700
625,2024-07-01,216.02395629882807,216.78140506529675,211.2101334408119,211.37956216985052,60402900
626,2024-07-02,219.53216552734372,219.64179766849512,214.3794853085834,215.4259559559557,58046200
627,2024-07-03,220.80789184570312,220.80789184570312,218.29632866276663,219.26308073535037,37369800
628,2024-07-05,225.5818328857422,225.6914650307592,220.90754038733803,220.90754038733803,60412400
629,2024-07-08,227.056884765625,227.08678305881676,222.50218547217585,226.32931907748747,59085900
630,2024-07-09,227.9139862060547,228.631575647805,225.6117264169712,227.1664984715379,48076100
